"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","84",1
"2","105",2
"4","30",3
"5","189",4
"8","36",5
"9","121",6
"10","108",7
"12","94",8
"13","137",9
"18","175",10
"19","78",10
"21","93",11
"7","32",11
"3","57",11
"22","117",11
"6","43",11
"11","124",12
"26","7",12
"14","181",12
"15","63",12
"16","69",12
"17","140",13
"28","73",13
"20","72",13
"23","127",14
"29","169",14
"24","25",14
"31","28",14
"25","60",14
"27","55",15
"30","58",16
"33","91",17
"34","131",18
"37","184",18
"32","164",18
"39","95",19
"35","176",19
"40","125",19
"41","139",20
"36","182",20
"38","134",21
"42","38",22
"44","85",23
"45","110",24
"43","130",24
"46","71",25
"47","89",25
"52","191",25
"49","33",25
"50","187",26
"48","119",26
"51","27",27
"53","48",28
"54","51",28
"55","102",29
"57","133",29
"56","45",29
"58","22",30
"60","44",31
"61","18",32
"62","135",33
"63","141",34
"59","153",34
"64","88",34
"66","103",35
"68","198",35
"65","132",35
"69","163",35
"67","197",35
"72","112",35
"70","53",35
"73","126",35
"71","14",35
"74","129",36
"75","80",36
"76","186",37
"77","62",38
"78","161",39
"79","37",39
"82","2",39
"80","42",39
"81","183",40
"84","116",41
"83","100",42
"85","31",43
"86","10",44
"87","173",44
"88","70",44
"90","41",45
"89","34",46
"91","156",47
"95","159",47
"92","75",47
"94","50",47
"98","160",47
"93","79",47
"96","170",48
"97","172",49
"101","158",49
"99","17",49
"102","136",49
"100","185",49
"103","149",50
"105","178",50
"106","180",51
"104","11",52
"107","96",53
"109","146",54
"108","177",54
"113","193",54
"112","199",54
"114","194",55
"111","16",55
"115","3",55
"117","109",55
"110","15",55
"119","165",55
"118","155",56
"120","49",57
"124","115",57
"116","196",57
"121","52",57
"122","29",58
"126","40",58
"123","92",58
"125","152",59
"127","174",60
"128","67",60
"129","23",61
"130","99",62
"133","77",63
"131","147",64
"134","104",64
"138","195",64
"132","46",64
"135","66",64
"139","83",64
"136","157",64
"140","101",64
"137","148",64
"142","128",64
"141","35",64
"145","97",64
"150","47",65
"144","24",65
"146","1",65
"149","4",65
"147","167",66
"143","19",66
"152","87",67
"148","39",68
"151","56",69
"153","162",70
"157","123",71
"154","190",71
"156","65",71
"158","143",71
"159","171",72
"155","6",72
"161","144",72
"162","138",73
"160","168",73
"165","98",74
"164","192",75
"163","150",76
"166","113",77
"167","68",78
"169","81",79
"168","166",80
"171","54",81
"170","9",81
"172","120",82
"173","200",83
"174","26",83
"176","188",84
"180","154",84
"175","106",84
"184","118",84
"177","61",84
"181","107",84
"182","111",85
"178","12",85
"198","82",85
"190","20",86
"179","151",86
"193","59",86
"196","76",86
"191","21",87
"194","64",88
"197","8",88
"200","90",89
"183","114",90
"195","74",90
"185","122",91
"186","13",91
"187","142",92
"188","145",92
"189","179",92
"192","5",92
"199","86",93
